image_date,minx,miny,maxx,maxy,MEAN_SOLAR_ZENITH_ANGLE,CLOUDY_PIXEL_PERCENTAGE,AREA,VEGETATION_PERCENTAGE,THIN_CIRRUS_PERCENTAGE
2019-03-22_03-35-28,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,24.0252163083,38.993975,48PWR,7.026742,2.691351
2019-03-17_03-35-20,103.79862178384336,9.860361436795138,104.17725512940856,10.854464395757088,27.2216582713,39.100708,48PUS,1.20887,0.011775
2019-03-17_03-35-13,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,25.6175493825,40.015415,48PWS,10.146658,0.003965
2019-03-27_03-35-16,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,23.2924923563,42.079426,48PWS,27.759761,14.804615
2019-03-15_03-45-13,103.17035103578527,9.85756950139428,104.17553978109174,10.854464395757088,25.5322111802,42.84747,48PUS,9.850862,29.041138
2019-03-15_03-45-27,103.17560615147838,8.953902438142253,104.04257676902256,9.95012737866788,25.0566523283,43.396435,48PUR,0.090425,33.568329
2019-03-27_03-35-31,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,22.9668518145,44.935551,48PWR,13.587366,12.938662
2019-03-02_03-35-06,105.91193437545276,9.858992393527622,106.76782296783934,10.854211396475144,28.8338550763,45.339378,48PXS,25.193658,0.481378
2019-03-17_03-35-28,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,25.1763226808,46.132318,48PWR,9.92498,0.000246
2019-03-22_03-35-24,105.90956829950066,8.955980556433309,106.5572986739573,9.950253775617009,23.1957108798,47.195651,48PXR,10.465853,3.725007
2019-03-22_03-35-09,105.91193437545276,9.858999096144158,106.7644812640854,10.854211396475144,23.5928508718,47.618544,48PXS,8.420578,0.149256
2019-03-12_03-35-22,105.90956829950066,8.95597075218591,106.56030811660544,9.950253775617009,25.6329442697,48.115269,48PXR,4.915235,7.786327
2019-03-22_03-34-55,105.91454112647963,10.76221788859944,106.92510452852471,11.758657843410626,24.0156322862,48.190572,48PXT,4.699806,1.186139
2019-03-12_03-35-07,105.91193437545276,9.858984920970146,106.768379173323,10.854211396475144,26.133788094,48.322962,48PXS,5.770741,0.957182
2019-04-16_03-35-38,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,21.1873049639,1.829543,48PVR,7.287175,0.295696
2019-04-16_03-35-41,103.58783428297946,8.955679960263605,104.17938983366636,9.950485237113282,22.0732943259,4.201253,48PUR,0.03546,2.743483
2019-04-21_03-35-18,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,20.0483535236,4.572852,48PWS,57.806164,0.059107
2019-04-06_03-35-39,103.59056873896844,8.955691010417,104.17938983366636,9.950485237113282,23.050508752,7.407026,48PUR,0.048434,0.002687
2019-04-08_03-25-32,106.11148923901952,8.953454850958392,106.91356853559611,9.948854028868665,22.6023085069,7.429391,48PXR,5.310286,3.025623
2019-04-21_03-35-14,105.91193437545276,9.859023980964052,106.75904203508745,10.854211396475144,19.1654548634,9.790258,48PXS,52.432275,0.000118
2019-04-16_03-35-53,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,21.1963629416,10.046841,48PVQ,3.743896,7.924642
2019-04-23_03-25-23,106.30203978174724,9.857075849513782,106.9190801917226,10.851813876349471,21.5156694009,10.431648,48PXS,27.686214,4.102201
2019-04-16_03-35-20,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,20.32713361,11.705412,48PWS,47.027981,1.214615
2019-04-21_03-35-33,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,20.1019384297,12.536735,48PWR,27.143013,2.710119
2019-04-14_03-45-33,103.17560615147838,8.953902438142253,104.03601074680644,9.950108487673178,19.7714335311,13.307054,48PUR,0.126833,1.529771
2019-04-23_03-25-08,106.50162276250192,10.761188228150424,106.92510452852471,11.754943649420367,21.4696591927,14.449115,48PXT,47.684583,4.820107
2019-04-16_03-35-35,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,20.3007815638,15.495406,48PWR,22.875383,0.000129
2019-04-16_03-35-49,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,20.312744438,15.763637,48PWQ,2.826514,1.3e-05
2019-04-01_03-35-44,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,21.8306844802,15.997405,48PWQ,2.31911,1.026738
2019-04-18_03-25-34,106.11039782404504,8.953454850958392,106.91356853559611,9.948856256166769,21.7658027492,16.977188,48PXR,2.732922,11.70755
2019-04-06_03-35-48,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,21.1372825548,17.202773,48PWQ,1.684835,3.330258
2019-04-01_03-35-18,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,23.1776630226,17.868258,48PVS,10.183002,8.158822
2019-04-01_03-35-33,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,22.9266545995,18.499305,48PVR,5.010295,13.245925
2019-04-06_03-35-33,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,21.2868074141,18.953713,48PWR,19.220714,1.502789
2019-04-08_03-25-17,106.31079323276948,9.857075849513782,106.9190801917226,10.851770421433514,22.743376043,19.191963,48PXS,20.692393,5.344554
2019-04-11_03-35-06,104.08359647103416,10.76577099881297,105.08948704583928,11.760133225276366,21.844446033,19.262942,48PVT,20.787324,11.271056
2019-04-01_03-35-48,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,22.7069274548,19.911735,48PVQ,3.006795,12.797044
2019-04-11_03-35-20,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,21.7044537075,20.054253,48PVS,11.903832,7.629547
2019-04-21_03-35-07,104.08343909404702,10.76577099881297,105.08948704583928,11.760133223661423,20.9200126218,20.217488,48PVT,17.035225,0.260912
2019-04-21_03-35-04,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,20.0335136165,21.63835,48PWT,17.979659,2e-05
2019-04-21_03-35-21,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,20.9317751303,22.616355,48PVS,9.798529,3.875412
2019-04-14_03-45-19,103.17035103578527,9.85756950139428,104.17546228277251,10.854464395757088,19.836465363,23.261953,48PUS,15.36641,8.628505
2019-04-06_03-35-36,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,22.1687663935,23.457885,48PVR,2.932581,0.589222
2019-04-06_03-35-51,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,22.0225893771,23.683508,48PVQ,1.354949,0.296894
2019-04-23_03-25-38,106.10330319211448,8.953454850958392,106.91356853559611,9.948886577418998,21.5971204467,24.333508,48PXR,3.412958,18.14601
2019-04-21_03-35-00,105.91454112647963,10.762248662039386,106.92510452852471,11.758657843410626,19.1472629697,24.429853,48PXT,34.065446,2.035677
2019-04-06_03-35-22,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,22.3486925994,25.12564,48PVS,9.661318,4.255195
2019-04-01_03-35-15,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,22.3142671084,25.2093,48PWS,30.141801,0.642559
2019-04-01_03-35-30,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,22.0563145382,26.461755,48PWR,15.951592,1.84605
2019-04-21_03-35-29,105.90956829950066,8.955999550795326,106.55182693795211,9.950253775617009,19.2240417895,27.065483,48PXR,20.333542,2.474653
2019-04-21_03-35-36,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,20.9807591756,28.023185,48PVR,4.579948,19.67871
2019-04-21_03-35-39,103.59220152888052,8.955697283397644,104.17938983366636,9.950485237113282,21.8596528606,29.697803,48PUR,0.051021,26.467746
2019-04-16_03-35-09,104.08348021054016,10.76577099881297,105.08948704583928,11.760133221363992,21.279397065,29.757974,48PVT,18.915193,13.60406
2019-04-21_03-35-25,103.7920523944467,9.86033732045295,104.17725512940856,10.854464395757088,21.8149155889,29.831811,48PUS,17.55539,6.726726
2019-04-11_03-35-23,103.79260346417692,9.860339949711722,104.17725512940856,10.854464395757088,22.5898068117,31.704757,48PUS,17.122059,16.187748
2019-04-01_03-35-12,105.91193437545276,9.859009834663356,106.76340289356013,10.854211396475144,21.4528570164,32.348807,48PXS,30.505723,0.127686
2019-04-01_03-35-36,103.59546920044096,8.955708309190959,104.17938983366636,9.950485237113282,23.7975775851,32.673164,48PUR,0.047119,29.409501
2019-04-16_03-35-02,105.91454112647963,10.762264098974397,106.92510452852471,11.758657843410626,19.5039732637,32.946776,48PXT,33.86451,2.042096
2019-04-06_03-35-18,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,21.4713286002,33.000232,48PWS,21.722481,0.560234
2019-04-06_03-35-07,104.08335677248378,10.76577099881297,105.08948704583928,11.760133224103402,22.5617350649,33.398153,48PVT,9.729994,1.364553
2019-04-26_03-35-04,105.91454112647963,10.762279379599176,106.92510452852471,11.758657843410626,18.9574440106,34.120806,48PXT,32.415929,0.676937
2019-04-01_03-35-04,104.08356235494934,10.76577099881297,105.08948704583928,11.760133243657547,23.4591931021,34.416156,48PVT,6.492206,13.823286
2019-04-06_03-35-30,105.90956829950066,8.955999449041144,106.5519181084259,9.950253775617009,20.4054402882,35.014595,48PXR,16.59057,0.26825
2019-04-11_03-35-31,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,20.7120658178,38.062029,48PWR,15.826538,11.757305
2019-04-29_03-45-24,103.17035103578527,9.85756950139428,104.17538114899382,10.854464395757088,19.2949756219,38.162469,48PUS,13.740203,22.736837
2019-04-21_03-35-47,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,20.1940583059,38.970384,48PWQ,1.502082,26.521006
2019-04-16_03-35-06,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,20.3916222087,39.194826,48PWT,14.121829,5.271197
2019-04-16_03-35-24,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,21.2150478972,40.037923,48PVS,9.100033,13.124479
2019-04-01_03-35-26,105.90956829950066,8.955989606612112,106.55483684294138,9.950253775617009,21.1874548959,40.727713,48PXR,12.548667,0.531831
2019-04-16_03-35-17,105.91193437545276,9.859036373364814,106.75739608182477,10.854211396475144,19.4393311226,41.725216,48PXS,23.415583,0.05121
2019-04-06_03-35-04,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,21.6901517019,43.058886,48PWT,15.462348,0.74168
2019-04-06_03-35-25,103.7904110476615,9.86033141505297,104.17725512940856,10.854464395757088,23.226165407,43.199532,48PUS,4.683985,4.862114
2019-04-01_03-35-22,103.794250850692,9.860346401579434,104.17725512940856,10.854464395757088,24.042104453,43.806489,48PUS,12.395175,28.459638
2019-04-06_03-35-00,105.91454112647963,10.762247692718956,106.92510452852471,11.758657843410626,20.8199733959,44.336256,48PXT,23.963474,0.13435
2019-04-01_03-34-57,105.91454112647963,10.762230253759205,106.92510452852471,11.758657843410626,21.7506164597,45.003291,48PXT,16.949823,1.105607
2019-04-11_03-35-35,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,21.5996901991,46.086397,48PVR,1.583462,36.747155
2019-04-16_03-35-27,103.7871303593428,9.860319666184264,104.17725512940856,10.854464395757088,22.1023140172,47.218674,48PUS,13.17057,31.272706
2019-04-21_03-35-50,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,21.0667488621,47.416202,48PVQ,2.839762,39.579317
2019-04-18_03-25-21,106.30969875011242,9.857075354566634,106.91716118381126,10.61800607446262,21.7579359188,48.837863,48PXS,7.543445,9.696822
2019-04-26_03-35-11,104.0834288149256,10.76577099881297,105.08948704583928,11.760133210429558,20.7143738301,49.142518,48PVT,7.631639,4.745756
2019-04-01_03-35-01,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,22.6036343482,49.897124,48PWT,5.690137,1.547463
2019-05-06_03-35-12,104.08339106574483,10.76577099881297,105.08948704583928,11.76013323825948,20.8205279584307,7.617478,48PVT,33.364782,2.491526
2019-05-06_03-35-09,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,19.9712991596688,11.656145,48PWT,34.763083,2.98326
2019-05-11_03-35-19,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,20.5475813897,17.269455,48PWS,58.044213,1.309113
2019-05-19_03-45-39,103.17560615147838,8.953902438142253,104.02779977837272,9.950084668532345,21.0317498713,19.069685,48PUR,0.146371,14.768793
2019-05-21_03-35-07,104.08354861990452,10.76577099881297,105.08948704583928,11.76013324835599,21.8428015386,20.342258,48PVT,34.028184,4.527098
2019-05-06_03-35-44,103.58291918630584,8.955660450257167,104.17938983366636,9.950485237113282,22.1234796067787,20.952284,48PUR,0.041107,19.996288
2019-05-01_03-35-00,105.91454112647963,10.76224764306971,106.92510452852471,11.758657843410626,18.977960391,21.925156,48PXT,42.461634,1.475227
2019-05-19_03-45-25,103.17035103578527,9.85756950139428,104.17536962179408,10.854464395757088,20.6320797875,22.672278,48PUS,9.728863,8.805388
2019-05-13_03-25-39,106.10057572240848,8.953454850958392,106.91356853559611,9.948897378317612,22.4341029594,23.488765,48PXR,1.440304,11.253674
2019-05-21_03-35-21,104.9997255476392,9.861014212141717,106.00281145213906,10.630914341262772,21.4288968609,23.771651,48PWS,54.636109,2.482365
2019-05-06_03-35-05,105.91454112647963,10.762290594725975,106.92510452852471,11.758657843410626,19.1255706506791,24.243411,48PXT,43.709496,0.902397
2019-05-06_03-35-26,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,21.0400377916125,24.5277,48PVS,17.574601,13.814706
2019-05-31_03-35-06,104.0836032942521,10.76577099881297,105.08948704583928,11.760133227210703,22.7432937626,24.819039,48PVT,34.606603,2.489337
2019-05-21_03-35-13,105.91300844034149,10.069268253168298,106.76261801373614,10.854211396475144,20.6605321254,25.353656,48PXS,39.24534,3.941186
2019-05-21_03-35-19,105.91193410657878,9.859005322092557,106.62232642011328,10.42460001895104,20.6605321254,25.851303,48PXS,52.252871,0.677971
2019-05-16_03-35-53,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,21.7117008344,25.960618,48PWQ,1.085849,15.438974
2019-05-31_03-34-59,105.91454112647963,10.762201452355066,106.92510452852471,11.758657843410626,21.2293361759,27.403024,48PXT,54.098791,11.121623
2019-05-14_03-45-35,103.17560615147838,8.953902438142253,104.0371045751774,9.950111645803483,20.5412879896,28.288407,48PUR,0.176243,6.628899
2019-05-01_03-35-25,103.79205442823648,9.860337280429322,104.17725512940856,10.854464395757088,21.7226871894,28.450107,48PUS,21.808027,22.397992
2019-05-21_03-35-36,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,22.5975923376,28.481939,48PVR,3.025249,11.507653
2019-05-13_03-25-10,106.49888013368796,10.761188228150424,106.92510452852471,11.754956868509456,21.8179623956,28.517101,48PXT,40.522316,2.404363
2019-05-31_03-35-21,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,23.1625489343,28.60013,48PVS,16.942273,16.560532
2019-05-21_03-35-00,105.91454112647963,10.762228158620148,106.92510452852471,11.758657843410626,20.266329396,29.350965,48PXT,40.634999,2.633109
2019-05-21_03-35-39,103.59656256284266,8.955712475879404,104.17938983366636,9.950485237113282,23.3670312717,29.914065,48PUR,0.010393,12.257788
2019-05-11_03-35-15,105.91193437545276,9.859018969776038,106.76124562817073,10.854211396475144,19.7363478085,30.049985,48PXS,40.16884,0.790331
2019-05-16_03-35-38,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,21.312601296,30.501851,48PWR,17.939705,5.611658
2019-05-06_03-35-52,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,20.7691591997794,31.678628,48PWQ,0.619616,19.08301
2019-05-01_03-35-04,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,19.8419804295,32.213283,48PWT,25.113276,9.813357
2019-05-18_03-25-35,106.11312605888595,8.953454850958392,106.91356853559611,9.948845360507706,22.8970774745,32.375559,48PXR,2.107347,13.679628
2019-05-16_03-35-35,105.90956829950066,8.956026057329737,106.54444037097691,9.950253775617009,20.5396563169,32.572579,48PXR,11.934335,3.825404
2019-05-26_03-35-20,105.91193437545276,9.859048743227143,106.75463077454432,10.854211396475144,21.1535655134,32.624401,48PXS,37.689054,2.869678
2019-05-04_03-45-35,103.17560615147838,8.953902438142253,104.03491480103465,9.950105325187796,19.7256792996,32.75758,48PUR,0.104017,20.033765
2019-05-01_03-35-22,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,20.8638358799,33.367451,48PVS,14.106476,26.76447
2019-05-01_03-35-19,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,20.006749826,33.986237,48PWS,40.268475,13.993636
2019-05-01_03-35-15,105.91193437545276,9.859023137225709,106.75905148479684,10.854211396475144,19.1524838793,34.413028,48PXS,32.126868,10.174738
2019-05-21_03-35-15,104.99972536932816,10.224911279758247,106.00427689411958,10.855571229031138,21.4288968609,34.802494,48PWS,44.91592,10.926031
2019-05-26_03-35-05,105.91454112647963,10.762279411997898,106.92510452852471,11.758657843410626,20.7264159706,34.894464,48PXT,39.02812,1.33168
2019-05-21_03-35-51,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,23.0169525904,35.88085,48PVQ,1.995574,23.369448
2019-05-31_03-35-03,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,21.9815870259,37.779509,48PWT,22.554675,9.523675
2019-05-21_03-35-23,104.0848003753748,9.861265822414971,105.0891355792496,10.80321720756649,22.2059041466,37.839589,48PVS,8.870373,14.432018
2019-05-21_03-35-25,103.79534107261796,9.86035029644938,104.17725512940856,10.81599912138235,22.990014895,37.897922,48PUS,21.035928,13.121828
2019-05-26_03-35-09,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,21.4929826531,38.631646,48PWT,27.134183,6.871773
2019-05-06_03-35-30,103.78220629355329,9.860301888806228,104.17725512940856,10.854464395757088,21.8811147230533,38.702763,48PUS,13.747981,13.442299
2019-05-21_03-35-16,104.08464228812768,10.436725472715992,105.08920676455372,10.855570384677316,22.2059041466,38.882635,48PVS,25.270614,20.146608
2019-05-26_03-35-12,104.0834768432407,10.765771015142654,105.08948704583928,11.760133216355026,22.2682906258,40.199566,48PVT,26.347956,8.899859
