datetime,minx,maxx,miny,maxy,VH_mean,RVI_mean,Total_Backscatter_mean,Diff_Backscatter_mean,VV_VH_ratio_mean,angle_mean,_source_file
2019-01-01 22:45:11,104.7063049779972,107.26308434282188,10.51778663353576,12.471307614106124,-16.220256065264877,2.5749857505926506,-25.64211145744967,6.798400673080122,0.5852454490677228,37.78011680993639,dbscl-sentinel-1-2019\dbscl-sentinel-1_2019-01\S1_2019-01-01_22-45-11\S1A_IW_GRDH_1SDV_20190101T224511_20190101T224536_025290_02CC2A_3B06_metadata.json
2019-01-01 22:45:36,104.40662036263878,106.95882663538625,9.005215691327532,10.962997364208007,-15.987097422674765,2.516074474965713,-25.272670455100545,6.701524390248982,0.5740068643976826,38.752045041460605,dbscl-sentinel-1-2019\dbscl-sentinel-1_2019-01\S1_2019-01-01_22-45-36\S1A_IW_GRDH_1SDV_20190101T224536_20190101T224601_025290_02CC2A_3DEF_metadata.json
2019-01-01 22:46:01,104.17509137320894,106.64816743717884,7.966710742939485,9.454495594679043,-16.757005638044344,2.510454325247464,-26.88340706402365,6.630604212065112,0.5986749738898811,41.005157640861306,dbscl-sentinel-1-2019\dbscl-sentinel-1_2019-01\S1_2019-01-01_22-46-01\S1A_IW_GRDH_1SDV_20190101T224601_20190101T224620_025290_02CC2A_38E0_metadata.json
2019-01-02 11:10:53,104.41608089438296,106.98798795105226,7.736156348017923,9.937094460867314,-16.985518199235326,2.531262418907466,-27.016357117202023,6.954679281268631,0.5866516596125394,38.57353278047402,dbscl-sentinel-1-2019\dbscl-sentinel-1_2019-01\S1_2019-01-02_11-10-53\S1A_IW_GRDH_1SDV_20190102T111053_20190102T111122_025298_02CC74_0FBA_metadata.json
2019-01-02 11:11:22,104.10831074269883,106.66280652323924,9.488633640458476,11.445401102830516,-16.140920033629342,2.549722966761867,-25.626434253780005,6.65540581347871,0.5818982424498259,40.3281421493573,dbscl-sentinel-1-2019\dbscl-sentinel-1_2019-01\S1_2019-01-02_11-11-22\S1A_IW_GRDH_1SDV_20190102T111122_20190102T111147_025298_02CC74_6AB0_metadata.json
2019-01-06 22:53:42,102.44211482817474,104.98666577407168,9.591758091155327,11.38578255715079,-15.468084737118245,2.5686069162461287,-24.807873280609325,6.128296193627085,0.5971130616217085,33.14199565609333,dbscl-sentinel-1-2019\dbscl-sentinel-1_2019-01\S1_2019-01-06_22-53-42\S1A_IW_GRDH_1SDV_20190106T225342_20190106T225406_025363_02CED1_E2ED_metadata.json
2019-01-07 11:18:54,102.56790310464648,105.1110308902601,6.958387057552518,8.921797239279542,-16.004582986015873,2.5156360788273244,-25.560774911596965,6.448391060434772,0.5937125105592355,45.97422640833263,dbscl-sentinel-1-2019\dbscl-sentinel-1_2019-01\S1_2019-01-07_11-18-54\S1A_IW_GRDH_1SDV_20190107T111854_20190107T111919_025371_02CF15_416E_metadata.json
2019-01-07 11:19:19,102.25728224147817,104.8079085593716,8.470568372759196,10.430060405811377,-14.84182333257373,2.562152253196798,-23.24469737584552,6.438949289301987,0.5510717150433938,45.00311542087479,dbscl-sentinel-1-2019\dbscl-sentinel-1_2019-01\S1_2019-01-07_11-19-19\S1A_IW_GRDH_1SDV_20190107T111919_20190107T111944_025371_02CF15_7D60_metadata.json
2019-01-07 11:19:44,101.94672024146372,104.50752464369538,9.982875930761969,11.938912892985469,-14.337941625606492,2.554547722524289,-22.598543665295384,6.077339585917601,0.5710552236410192,43.81398857288642,dbscl-sentinel-1-2019\dbscl-sentinel-1_2019-01\S1_2019-01-07_11-19-44\S1A_IW_GRDH_1SDV_20190107T111944_20190107T112009_025371_02CF15_DE85_metadata.json
2019-01-08 22:37:08,106.58565349286712,109.17890772407776,9.743068201123185,11.75700577720716,-17.83334136985649,2.530602558779283,-28.555974498052187,7.110708241661024,0.5878941549581406,45.70411486373649,dbscl-sentinel-1-2019\dbscl-sentinel-1_2019-01\S1_2019-01-08_22-37-08\S1A_IW_GRDH_1SDV_20190108T223708_20190108T223736_025392_02CFEB_F209_metadata.json
2019-01-09 11:03:08,106.11864311474464,108.70075194871256,9.464684524275905,11.662434644413397,-15.957099149809652,2.6371919289483063,-24.3599653434804,7.554232956139,0.524927424634699,31.814501451130276,dbscl-sentinel-1-2019\dbscl-sentinel-1_2019-01\S1_2019-01-09_11-03-08\S1A_IW_GRDH_1SDV_20190109T110308_20190109T110337_025400_02D034_1C59_metadata.json
2019-01-13 22:45:10,104.70629527813072,107.26323829753784,10.517529216942522,12.471360470236016,-15.695812129599815,2.4979762836205137,-25.51795756820464,5.873666690995056,0.6183609401419399,37.77988463299968,dbscl-sentinel-1-2019\dbscl-sentinel-1_2019-01\S1_2019-01-13_22-45-10\S1A_IW_GRDH_1SDV_20190113T224510_20190113T224535_025465_02D274_CD8A_metadata.json
2019-01-13 22:45:35,104.40671157319274,106.95890689336127,9.005240756361605,10.963071635011666,-16.085505418229598,2.563843311159822,-25.42912575305112,6.741885083408136,0.5723842188115906,38.75183181864522,dbscl-sentinel-1-2019\dbscl-sentinel-1_2019-01\S1_2019-01-13_22-45-35\S1A_IW_GRDH_1SDV_20190113T224535_20190113T224600_025465_02D274_08EE_metadata.json
2019-01-13 22:46:00,104.17528148308202,106.64830182537548,7.967335946868523,9.454380200125234,-17.185706834416152,2.5302241723785706,-27.37310949056967,6.998304178262747,0.5886544544711917,41.004626894067584,dbscl-sentinel-1-2019\dbscl-sentinel-1_2019-01\S1_2019-01-13_22-46-00\S1A_IW_GRDH_1SDV_20190113T224600_20190113T224619_025465_02D274_6311_metadata.json
2019-01-14 11:10:53,104.41579720903496,106.98782219005273,7.736075971203146,9.937139802272856,-17.529231011329696,2.553916020277008,-27.75694720612773,7.301514816531591,0.5804595161484685,38.57639253081188,dbscl-sentinel-1-2019\dbscl-sentinel-1_2019-01\S1_2019-01-14_11-10-53\S1A_IW_GRDH_1SDV_20190114T111053_20190114T111122_025473_02D2BE_49F0_metadata.json
2019-01-14 11:11:22,104.10781956282466,106.66248717273582,9.488685861804536,11.4454732805305,-16.41128071419306,2.5150256243781213,-26.458582258092346,6.363979170293846,0.6033942082934373,40.330342437249335,dbscl-sentinel-1-2019\dbscl-sentinel-1_2019-01\S1_2019-01-14_11-11-22\S1A_IW_GRDH_1SDV_20190114T111122_20190114T111147_025473_02D2BE_D210_metadata.json
2019-01-18 22:53:42,102.44232019021464,104.9866053315422,9.591463677061023,11.386104388931232,-15.4524090831733,2.485545981004257,-25.125714396865245,5.779103769481382,0.6191168037558042,33.14168295950401,dbscl-sentinel-1-2019\dbscl-sentinel-1_2019-01\S1_2019-01-18_22-53-42\S1A_IW_GRDH_1SDV_20190118T225342_20190118T225406_025538_02D522_ADCE_metadata.json
2019-01-19 11:18:54,102.5675589115299,105.11074013380237,6.958371491004945,8.92176360559179,-16.21043538548045,2.5002150901649007,-26.042751955822293,6.378118815138602,0.6027008882507889,45.97494450615536,dbscl-sentinel-1-2019\dbscl-sentinel-1_2019-01\S1_2019-01-19_11-18-54\S1A_IW_GRDH_1SDV_20190119T111854_20190119T111919_025546_02D56B_F729_metadata.json
2019-01-19 11:19:19,102.25693453999196,104.80788540692348,8.470560404758945,10.430043640638145,-14.92261105170558,10.730988671450833,-23.44702193975142,6.398200163659794,0.567075633826652,45.002055989305696,dbscl-sentinel-1-2019\dbscl-sentinel-1_2019-01\S1_2019-01-19_11-19-19\S1A_IW_GRDH_1SDV_20190119T111919_20190119T111944_025546_02D56B_973E_metadata.json
2019-01-19 11:19:44,101.9463659547879,104.50718497131692,9.982853526354234,11.938893487265128,-14.380554502444015,2.5477629966613176,-22.718026028739512,6.0430829761487015,0.5749546779406374,43.81329696844069,dbscl-sentinel-1-2019\dbscl-sentinel-1_2019-01\S1_2019-01-19_11-19-44\S1A_IW_GRDH_1SDV_20190119T111944_20190119T112009_025546_02D56B_9D25_metadata.json
2019-01-20 22:37:08,106.58505755474243,109.17828695487536,9.742963732148008,11.757022242786077,-17.938326793915056,2.4869360824225675,-29.070585726998644,6.806067860831327,0.612043549714965,45.70123614759061,dbscl-sentinel-1-2019\dbscl-sentinel-1_2019-01\S1_2019-01-20_22-37-08\S1A_IW_GRDH_1SDV_20190120T223708_20190120T223736_025567_02D645_D3AB_metadata.json
2019-01-21 11:03:08,106.11811833638028,108.70036670867228,9.464009744720228,11.662347635418945,-16.01296034113584,2.6151302556277254,-24.789811217320054,7.2361094649516975,0.5417834097710301,31.815805815764325,dbscl-sentinel-1-2019\dbscl-sentinel-1_2019-01\S1_2019-01-21_11-03-08\S1A_IW_GRDH_1SDV_20190121T110308_20190121T110337_025575_02D693_04A8_metadata.json
2019-01-25 22:45:10,104.70560231769262,107.26258559152409,10.51753537499904,12.470993014235374,-15.320465684271625,2.463955113800669,-24.930511708613672,5.7104196599296495,0.6217651859886376,37.77520437191657,dbscl-sentinel-1-2019\dbscl-sentinel-1_2019-01\S1_2019-01-25_22-45-10\S1A_IW_GRDH_1SDV_20190125T224510_20190125T224535_025640_02D8DC_570E_metadata.json
2019-01-25 22:45:35,104.40600808994536,106.9582114152404,9.005266961906454,10.963047830818033,-15.839485841571763,2.550937826346826,-25.09727357288438,6.581698110259171,0.5771054465099844,38.74739909312214,dbscl-sentinel-1-2019\dbscl-sentinel-1_2019-01\S1_2019-01-25_22-45-35\S1A_IW_GRDH_1SDV_20190125T224535_20190125T224600_025640_02D8DC_B9C3_metadata.json
2019-01-25 22:46:00,104.1744841583007,106.6475985820368,7.967264748005489,9.454622715565923,-17.25837050509632,2.5173096809759907,-27.703331723947727,6.813409286245046,0.6015312137760521,41.00054400826989,dbscl-sentinel-1-2019\dbscl-sentinel-1_2019-01\S1_2019-01-25_22-46-00\S1A_IW_GRDH_1SDV_20190125T224600_20190125T224619_025640_02D8DC_1824_metadata.json
2019-01-26 11:10:53,104.41529734150384,106.98730562908187,7.736126952865272,9.937124984097606,-17.69096327926387,2.53884276195787,-28.08613732690647,7.295789231621469,0.5856048589376849,38.579545122337485,dbscl-sentinel-1-2019\dbscl-sentinel-1_2019-01\S1_2019-01-26_11-10-53\S1A_IW_GRDH_1SDV_20190126T111053_20190126T111122_025648_02D92C_0A18_metadata.json
