PRODUCT_ID,GRANULE_MEAN_AOT,GRANULE_MEAN_WV,OZONE_VALUE,CLOUDY_PIXEL_PERCENTAGE,THIN_CIRRUS_PERCENTAGE,VEGETATION_PERCENTAGE,MEAN_SOLAR_ZENITH_ANGLE,WATER_PERCENTAGE,SNOW_ICE_PERCENTAGE,_source_file,AREA
S2A_MSIL2A_20190819T031541_N0213_R118_T48PWS_20190819T091330,,,,33.444203,1.904029,30.302706,21.3125500639,1.129167,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-08\S2_2019-08-19_03-35-18\20190819T031541_20190819T033221_T48PWS_metadata.json,48PWS
S2A_MSIL2A_20190819T031541_N0213_R118_T48PVS_20190819T091330,,,,26.114612,6.57322,24.881443,22.1900400608,31.585813,0.000561,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-08\S2_2019-08-19_03-35-21\20190819T031541_20190819T033221_T48PVS_metadata.json,48PVS
S2A_MSIL2A_20190819T031541_N0213_R118_T48PUS_20190819T091330,,,,20.343253,6.385154,22.993976,23.0676615852,49.806145,0.000492,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-08\S2_2019-08-19_03-35-24\20190819T031541_20190819T033221_T48PUS_metadata.json,48PUS
S2A_MSIL2A_20190819T031541_N0213_R118_T48PXR_20190819T091330,,,,48.928109,8.752155,18.263695,20.5428239052,18.65471,0.003684,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-08\S2_2019-08-19_03-35-29\20190819T031541_20190819T033221_T48PXR_metadata.json,48PXR
S2A_MSIL2A_20190819T031541_N0213_R118_T48PWR_20190819T091330,,,,32.963328,3.929093,21.615823,21.4127988061,10.49073,0.007313,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-08\S2_2019-08-19_03-35-32\20190819T031541_20190819T033221_T48PWR_metadata.json,48PWR
S2A_MSIL2A_20190819T031541_N0213_R118_T48PVR_20190819T091330,,,,15.878842,6.589556,6.420197,22.2842456433,66.722411,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-08\S2_2019-08-19_03-35-35\20190819T031541_20190819T033221_T48PVR_metadata.json,48PVR
S2A_MSIL2A_20190819T031541_N0213_R118_T48PUR_20190819T091330,,,,13.615372,8.875048,0.044012,23.1562636396,86.325407,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-08\S2_2019-08-19_03-35-38\20190819T031541_20190819T033221_T48PUR_metadata.json,48PUR
S2A_MSIL2A_20190819T031541_N0213_R118_T48PWQ_20190819T091330,,,,18.052548,10.571093,2.574364,21.5486625826,74.267608,0.002485,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-08\S2_2019-08-19_03-35-47\20190819T031541_20190819T033221_T48PWQ_metadata.json,48PWQ
S2A_MSIL2A_20190819T031541_N0213_R118_T48PVQ_20190819T091330,,,,15.395443,8.699735,4.202873,22.4128058816,73.66842,0.000236,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-08\S2_2019-08-19_03-35-50\20190819T031541_20190819T033221_T48PVQ_metadata.json,48PVQ
S2B_MSIL2A_20190821T030549_N0213_R075_T48PXS_20190821T083241,,,,49.041633,6.497677,17.756034,22.6918991506,15.738915,0.130483,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-08\S2_2019-08-21_03-25-21\20190821T030549_20190821T032020_T48PXS_metadata.json,48PXS
S2B_MSIL2A_20190821T030549_N0213_R075_T48PXR_20190821T083241,,,,29.025451,13.468727,4.12505,22.7623773434,60.583204,0.003126,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-08\S2_2019-08-21_03-25-36\20190821T030549_20190821T032020_T48PXR_metadata.json,48PXR
S2B_MSIL2A_20190831T030549_N0213_R075_T48PXR_20190831T090354,,,,40.698177,10.618062,1.316306,22.0483003387,55.154014,0.039282,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-08\S2_2019-08-31_03-25-35\20190831T030549_20190831T031954_T48PXR_metadata.json,48PXR
S2A_MSIL2A_20190901T032541_N0213_R018_T48PUR_20190901T073044,,,,46.416602,10.564277,0.050018,19.7650996896,53.492624,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-09\S2_2019-09-01_03-45-31\20190901T032541_20190901T034433_T48PUR_metadata.json,48PUR
S2A_MSIL2A_20190905T030541_N0213_R075_T48PXR_20190905T070954,,,,39.838193,11.35615,4.684668,21.8534864592,47.311607,0.000144,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-09\S2_2019-09-05_03-25-31\20190905T030541_20190905T032348_T48PXR_metadata.json,48PXR
S2B_MSIL2A_20190906T032539_N0213_R018_T48PUR_20190906T092042,,,,47.205755,40.408751,0.162834,19.586044567,52.617258,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-09\S2_2019-09-06_03-45-33\20190906T032539_20190906T034254_T48PUR_metadata.json,48PUR
S2A_MSIL2A_20190911T032541_N0213_R018_T48PUR_20190911T091616,,,,31.190756,26.866421,0.169126,19.5874786232,65.239578,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-09\S2_2019-09-11_03-45-29\20190911T032541_20190911T034449_T48PUR_metadata.json,48PUR
S2B_MSIL2A_20190923T031539_N0213_R118_T48PXT_20190923T091155,,,,44.002293,1.418047,30.468684,21.0793114201,0.660339,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-09\S2_2019-09-23_03-34-56\20190923T031539_20190923T033131_T48PXT_metadata.json,48PXT
S2B_MSIL2A_20190923T031539_N0213_R118_T48PWT_20190923T091155,,,,40.683208,15.548651,19.861016,21.8480982496,15.528399,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-09\S2_2019-09-23_03-35-00\20190923T031539_20190923T033131_T48PWT_metadata.json,48PWT
S2B_MSIL2A_20190923T031539_N0213_R118_T48PXS_20190923T091155,,,,45.863829,18.552101,28.093514,20.5801731052,1.47231,0.034071,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-09\S2_2019-09-23_03-35-11\20190923T031539_20190923T033131_T48PXS_metadata.json,48PXS
S2B_MSIL2A_20190923T031539_N0213_R118_T48PWS_20190923T091155,,,,27.237796,2.653764,25.474256,21.3634895263,14.510401,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-09\S2_2019-09-23_03-35-15\20190923T031539_20190923T033131_T48PWS_metadata.json,48PWS
S2B_MSIL2A_20190923T031539_N0213_R118_T48PVS_20190923T091155,,,,36.094753,5.180318,11.890007,22.1543984088,34.35044,1.302394,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-09\S2_2019-09-23_03-35-18\20190923T031539_20190923T033131_T48PVS_metadata.json,48PVS
S2B_MSIL2A_20190923T031539_N0213_R118_T48PXR_20190923T091155,,,,43.826392,8.643816,18.911536,20.1078714625,15.737852,0.081215,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-09\S2_2019-09-23_03-35-26\20190923T031539_20190923T033131_T48PXR_metadata.json,48PXR
S2B_MSIL2A_20190923T031539_N0213_R118_T48PWR_20190923T091155,,,,29.407806,7.495646,11.699442,20.9054495298,14.699708,0.620741,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-09\S2_2019-09-23_03-35-29\20190923T031539_20190923T033131_T48PWR_metadata.json,48PWR
S2B_MSIL2A_20190923T031539_N0213_R118_T48PVR_20190923T091155,,,,33.039824,7.448409,0.93725,21.7098040011,56.506968,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-09\S2_2019-09-23_03-35-32\20190923T031539_20190923T033131_T48PVR_metadata.json,48PVR
S2B_MSIL2A_20190923T031539_N0213_R118_T48PUR_20190923T091155,,,,15.377835,12.278879,0.046682,22.5195261015,84.57166,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-09\S2_2019-09-23_03-35-35\20190923T031539_20190923T033131_T48PUR_metadata.json,48PUR
S2B_MSIL2A_20190923T031539_N0213_R118_T48PWQ_20190923T091155,,,,21.559487,17.164353,0.719098,20.4752399109,71.144408,0.034446,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-09\S2_2019-09-23_03-35-44\20190923T031539_20190923T033131_T48PWQ_metadata.json,48PWQ
S2B_MSIL2A_20190923T031539_N0213_R118_T48PVQ_20190923T091155,,,,29.686988,12.073878,0.265119,21.2926291266,62.832838,0.113055,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-09\S2_2019-09-23_03-35-47\20190923T031539_20190923T033131_T48PVQ_metadata.json,48PVQ
S2A_MSIL2A_20190925T030541_N0213_R075_T48PXS_20190925T091801,,,,6.430343,2.273327,40.983853,22.9679095678,26.261252,0.0001,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-09\S2_2019-09-25_03-25-17\20190925T030541_20190925T032110_T48PXS_metadata.json,48PXS
S2A_MSIL2A_20190925T030541_N0213_R075_T48PXR_20190925T091801,,,,15.425707,12.149684,6.817185,22.5115663125,68.759412,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-09\S2_2019-09-25_03-25-32\20190925T030541_20190925T032110_T48PXR_metadata.json,48PXR
S2A_MSIL2A_20190928T031541_N0213_R118_T48PXT_20190928T072156,,,,19.60729,2.190187,59.594023,21.839039701,1.980225,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-09\S2_2019-09-28_03-34-58\20190928T031541_20190928T033351_T48PXT_metadata.json,48PXT
S2A_MSIL2A_20190928T031541_N0213_R118_T48PWT_20190928T072156,,,,27.296413,22.222637,39.658636,22.5663021629,13.497251,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-09\S2_2019-09-28_03-35-02\20190928T031541_20190928T033351_T48PWT_metadata.json,48PWT
S2A_MSIL2A_20190928T031541_N0213_R118_T48PXR_20190928T072156,,,,47.247456,1.01532,10.303085,20.7319809258,23.123816,1.873064,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-09\S2_2019-09-28_03-35-27\20190928T031541_20190928T033351_T48PXR_metadata.json,48PXR
S2A_MSIL2A_20190928T031541_N0213_R118_T48PWR_20190928T072156,,,,45.355798,2.840705,6.258152,21.4896709685,13.295679,3.232303,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-09\S2_2019-09-28_03-35-31\20190928T031541_20190928T033351_T48PWR_metadata.json,48PWR
S2B_MSIL2A_20191003T031549_N0213_R118_T48PXT_20191003T082409,,,,17.27032,0.606406,52.508509,22.7632757306,4.233051,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-03_03-34-57\20191003T031549_20191003T032936_T48PXT_metadata.json,48PXT
S2B_MSIL2A_20191003T031549_N0213_R118_T48PWT_20191003T082409,,,,18.297545,3.678076,34.887919,23.4474551857,20.438939,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-03_03-35-01\20191003T031549_20191003T032936_T48PWT_metadata.json,48PWT
S2B_MSIL2A_20191003T031549_N0213_R118_T48PVT_20191003T082409,,,,11.21649,3.981514,60.084969,24.1442074743,9.534677,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-03_03-35-04\20191003T031549_20191003T032936_T48PVT_metadata.json,48PVT
S2B_MSIL2A_20191003T031549_N0213_R118_T48PXS_20191003T082409,,,,12.693882,1.862825,47.44809,22.1419401403,10.092133,0.017392,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-03_03-35-12\20191003T031549_20191003T032936_T48PXS_metadata.json,48PXS
S2B_MSIL2A_20191003T031549_N0213_R118_T48PWS_20191003T082409,,,,15.982681,3.897453,30.139762,22.8412425631,25.542989,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-03_03-35-16\20191003T031549_20191003T032936_T48PWS_metadata.json,48PWS
S2B_MSIL2A_20191003T031549_N0213_R118_T48PVS_20191003T082409,,,,21.012365,13.527554,26.371866,23.5526387307,37.934843,0.105039,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-03_03-35-19\20191003T031549_20191003T032936_T48PVS_metadata.json,48PVS
S2B_MSIL2A_20191003T031549_N0213_R118_T48PUS_20191003T082409,,,,18.7059,8.517275,22.085948,24.2744519093,53.964573,1.058394,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-03_03-35-22\20191003T031549_20191003T032936_T48PUS_metadata.json,48PUS
S2B_MSIL2A_20191003T031549_N0213_R118_T48PXR_20191003T082409,,,,28.871795,9.32467,22.330011,21.5395678281,28.766987,0.029562,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-03_03-35-27\20191003T031549_20191003T032936_T48PXR_metadata.json,48PXR
S2B_MSIL2A_20191003T031549_N0213_R118_T48PWR_20191003T082409,,,,24.214097,11.881749,18.006742,22.2543031228,19.758475,0.008504,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-03_03-35-30\20191003T031549_20191003T032936_T48PWR_metadata.json,48PWR
S2B_MSIL2A_20191003T031549_N0213_R118_T48PVR_20191003T082409,,,,28.948012,19.487698,5.467872,22.9805665932,54.468805,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-03_03-35-33\20191003T031549_20191003T032936_T48PVR_metadata.json,48PVR
S2B_MSIL2A_20191003T031549_N0213_R118_T48PUR_20191003T082409,,,,29.235482,20.459978,0.061805,23.716674884,70.676947,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-03_03-35-36\20191003T031549_20191003T032936_T48PUR_metadata.json,48PUR
S2B_MSIL2A_20191003T031549_N0213_R118_T48PWQ_20191003T082409,,,,4.465387,0.810054,2.964542,21.6874498823,87.35851,0.219097,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-03_03-35-45\20191003T031549_20191003T032936_T48PWQ_metadata.json,48PWQ
S2B_MSIL2A_20191003T031549_N0213_R118_T48PVQ_20191003T082409,,,,18.176818,7.62734,3.410533,22.4287545877,72.433656,0.552045,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-03_03-35-48\20191003T031549_20191003T032936_T48PVQ_metadata.json,48PVQ
S2A_MSIL2A_20191005T030601_N0213_R075_T48PXS_20191005T070810,,,,44.817951,25.530168,24.77823,24.4318213904,10.325542,0.045409,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-05_03-25-18\20191005T030601_20191005T032444_T48PXS_metadata.json,48PXS
S2A_MSIL2A_20191005T030601_N0213_R075_T48PXR_20191005T070810,,,,35.205818,21.258776,4.389458,23.8545696892,53.863889,0.10826,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-05_03-25-33\20191005T030601_20191005T032444_T48PXR_metadata.json,48PXR
S2A_MSIL2A_20191008T031621_N0213_R118_T48PWQ_20191008T074113,,,,19.561468,8.761059,2.305994,22.5405331902,76.177371,0.062797,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-08_03-35-46\20191008T031621_20191008T031730_T48PWQ_metadata.json,48PWQ
S2A_MSIL2A_20191011T032651_N0213_R018_T48PUS_20191011T091243,,,,11.334293,3.714162,16.415343,23.9603512169,68.599313,0.106535,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-11_03-45-19\20191011T032651_20191011T034152_T48PUS_metadata.json,48PUS
S2B_MSIL2A_20191013T031649_N0213_R118_T48PXT_20191013T090722,,,,23.260785,1.465303,49.77279,24.98162566,3.584469,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-13_03-34-58\20191013T031649_20191013T033422_T48PXT_metadata.json,48PXT
S2B_MSIL2A_20191013T031649_N0213_R118_T48PWT_20191013T090722,,,,26.089284,0.003958,29.187626,25.5821362693,14.70636,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-13_03-35-02\20191013T031649_20191013T033422_T48PWT_metadata.json,48PWT
S2B_MSIL2A_20191013T031649_N0213_R118_T48PVT_20191013T090722,,,,23.000991,0.112754,47.57809,26.1979201291,7.793728,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-13_03-35-05\20191013T031649_20191013T033422_T48PVT_metadata.json,48PVT
S2B_MSIL2A_20191013T031649_N0213_R118_T48PWS_20191013T090722,,,,39.029164,8.595332,18.960433,24.8882156886,11.787595,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-13_03-35-16\20191013T031649_20191013T033422_T48PWS_metadata.json,48PWS
S2B_MSIL2A_20191013T031649_N0213_R118_T48PVS_20191013T090722,,,,28.810476,16.072658,21.352762,25.5175045266,31.218439,0.30339,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-13_03-35-19\20191013T031649_20191013T033422_T48PVS_metadata.json,48PVS
S2B_MSIL2A_20191013T031649_N0213_R118_T48PUS_20191013T090722,,,,33.391832,19.809274,19.161044,26.1602912098,41.954944,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-13_03-35-23\20191013T031649_20191013T033422_T48PUS_metadata.json,48PUS
S2B_MSIL2A_20191013T031649_N0213_R118_T48PUR_20191013T090722,,,,20.500087,14.205095,0.001992,25.5072831756,79.467446,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-13_03-35-37\20191013T031649_20191013T033422_T48PUR_metadata.json,48PUR
S2B_MSIL2A_20191013T031649_N0213_R118_T48PWQ_20191013T090722,,,,8.712891,3.295254,3.07426,23.5402385582,83.383811,0.029831,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-13_03-35-45\20191013T031649_20191013T033422_T48PWQ_metadata.json,48PWQ
S2B_MSIL2A_20191013T031649_N0213_R118_T48PVQ_20191013T090722,,,,14.719848,7.940402,3.478057,24.1979750059,76.410282,0.007983,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-13_03-35-49\20191013T031649_20191013T033422_T48PVQ_metadata.json,48PVQ
S2A_MSIL2A_20191015T030701_N0213_R075_T48PXS_20191015T073109,,,,14.797459,4.133844,39.161775,26.4286036441,20.702931,0.003279,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-15_03-25-19\20191015T030701_20191015T030849_T48PXS_metadata.json,48PXS
S2A_MSIL2A_20191015T030701_N0213_R075_T48PXR_20191015T073109,,,,21.761756,12.194394,6.709924,25.761850798,65.094823,0.000476,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-15_03-25-34\20191015T030701_20191015T030849_T48PXR_metadata.json,48PXR
S2B_MSIL2A_20191016T032719_N0213_R018_T48PUS_20191016T090634,,,,20.530088,11.223,15.812823,25.1381476306,59.958333,0.05087,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-16_03-45-18\20191016T032719_20191016T033250_T48PUS_metadata.json,48PUS
S2B_MSIL2A_20191016T032719_N0213_R018_T48PUR_20191016T090634,,,,20.951952,12.207925,0.033968,24.4209223658,79.000497,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-16_03-45-27\20191016T032719_20191016T033250_T48PUR_metadata.json,48PUR
S2B_MSIL2A_20191016T032719_N0213_R018_T48PUR_20191016T091640,,,,45.407406,20.187478,0.000804,24.4209223658,54.583287,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-16_03-45-34\20191016T032719_20191016T034524_T48PUR_metadata.json,48PUR
S2A_MSIL2A_20191018T031731_N0213_R118_T48PWT_20191018T091001,,,,28.435009,19.453429,38.434443,26.7868512032,8.652239,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-18_03-35-04\20191018T031731_20191018T033408_T48PWT_metadata.json,48PWT
S2A_MSIL2A_20191018T031731_N0213_R118_T48PXS_20191018T091001,,,,37.246263,9.445724,33.24129,25.4851579704,5.86115,0.04473,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-18_03-35-14\20191018T031731_20191018T033408_T48PXS_metadata.json,48PXS
S2A_MSIL2A_20191018T031731_N0213_R118_T48PWS_20191018T091001,,,,34.323949,21.58251,26.777041,26.0603880921,10.29347,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-18_03-35-18\20191018T031731_20191018T033408_T48PWS_metadata.json,48PWS
S2A_MSIL2A_20191018T031731_N0213_R118_T48PVS_20191018T091001,,,,37.112455,25.213662,18.114373,26.6516307266,31.155276,0.020591,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-18_03-35-21\20191018T031731_20191018T033408_T48PVS_metadata.json,48PVS
S2A_MSIL2A_20191018T031731_N0213_R118_T48PUS_20191018T091001,,,,32.334852,15.583286,16.501005,27.2573240211,47.463986,0.586629,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-18_03-35-25\20191018T031731_20191018T033408_T48PUS_metadata.json,48PUS
S2A_MSIL2A_20191021T032751_N0213_R018_T48PUS_20191021T071108,,,,35.061001,16.766247,14.70965,26.3823673428,46.13502,0.008408,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-21_03-45-20\20191021T032751_20191021T033259_T48PUS_metadata.json,48PUS
S2B_MSIL2A_20191023T031759_N0213_R118_T48PXT_20191025T165922,,,,27.858605,1.11028,39.53985,27.5351206814,3.376222,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-23_03-34-58\20191023T031759_20191023T033438_T48PXT_metadata.json,48PXT
S2B_MSIL2A_20191023T031759_N0213_R118_T48PWT_20191025T165922,,,,28.32461,2.881815,31.382161,28.0641690799,10.603486,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-23_03-35-02\20191023T031759_20191023T033438_T48PWT_metadata.json,48PWT
S2B_MSIL2A_20191023T031759_N0213_R118_T48PVT_20191025T165922,,,,24.348588,2.254935,49.356756,28.6095788339,5.578026,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-23_03-35-05\20191023T031759_20191023T033438_T48PVT_metadata.json,48PVT
S2B_MSIL2A_20191023T031759_N0213_R118_T48PXS_20191025T165922,,,,32.016576,8.684911,31.320113,26.7713745687,4.457586,0.099402,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-23_03-35-12\20191023T031759_20191023T033438_T48PXS_metadata.json,48PXS
S2B_MSIL2A_20191023T031759_N0213_R118_T48PWS_20191025T165922,,,,36.959592,16.943395,23.243083,27.3119071691,9.345493,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-23_03-35-16\20191023T031759_20191023T033438_T48PWS_metadata.json,48PWS
S2B_MSIL2A_20191023T031759_N0213_R118_T48PVS_20191025T165922,,,,36.119644,10.305516,18.674284,27.8689117383,27.501759,0.122017,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-23_03-35-19\20191023T031759_20191023T033438_T48PVS_metadata.json,48PVS
S2A_MSIL2A_20191025T030811_N0213_R075_T48PXT_20191025T071355,,,,25.138459,0.137309,45.404351,29.5179106313,1.590638,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-25_03-25-05\20191025T030811_20191025T032242_T48PXT_metadata.json,48PXT
S2A_MSIL2A_20191025T030811_N0213_R075_T48PXS_20191025T071355,,,,24.529865,3.984135,37.196293,28.7811555362,15.885125,0.001259,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-25_03-25-19\20191025T030811_20191025T032242_T48PXS_metadata.json,48PXS
S2B_MSIL2A_20191026T032819_N0213_R018_T48PUS_20191026T073604,,,,15.909388,9.488693,16.622216,27.6867725404,63.301641,0.003331,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-26_03-45-17\20191026T032819_20191026T033756_T48PUS_metadata.json,48PUS
S2B_MSIL2A_20191026T032819_N0213_R018_T48PUR_20191026T073604,,,,30.440994,26.28679,0.035769,26.9170999914,69.501573,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-26_03-45-32\20191026T032819_20191026T033756_T48PUR_metadata.json,48PUR
S2B_MSIL2A_20191030T030839_N0213_R075_T48PXS_20191030T075920,,,,30.613466,12.779854,32.405031,30.0345005407,16.004667,0.000107,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-10\S2_2019-10-30_03-25-17\20191030T030839_20191030T032416_T48PXS_metadata.json,48PXS
S2A_MSIL2A_20191104T030911_N0213_R075_T48PXR_20191104T071119,,,,37.043886,15.713303,5.069646,30.5207820113,53.521889,0.000209,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-11\S2_2019-11-04_03-25-34\20191104T030911_20191104T031229_T48PXR_metadata.json,48PXR
S2A_MSIL2A_20191107T031931_N0213_R118_T48PXS_20191107T071820,,,,48.770887,8.073466,15.86813,30.7263608212,4.545546,1.948344,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-11\S2_2019-11-07_03-35-14\20191107T031931_20191107T032540_T48PXS_metadata.json,48PXS
S2B_MSIL2A_20191112T031949_N0213_R118_T48PXT_20191112T072803,,,,36.424489,0.099897,31.523928,32.8251216899,3.149254,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-11\S2_2019-11-12_03-34-56\20191112T031949_20191112T032819_T48PXT_metadata.json,48PXT
S2B_MSIL2A_20191112T031949_N0213_R118_T48PXS_20191112T072803,,,,19.768409,2.35626,36.390805,32.0071774902,6.827229,0.002354,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-11\S2_2019-11-12_03-35-11\20191112T031949_20191112T032819_T48PXS_metadata.json,48PXS
S2B_MSIL2A_20191112T031949_N0213_R118_T48PWS_20191112T072803,,,,23.173061,2.817238,21.161628,32.4535245944,6.392997,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-11\S2_2019-11-12_03-35-14\20191112T031949_20191112T032819_T48PWS_metadata.json,48PWS
S2B_MSIL2A_20191112T031949_N0213_R118_T48PVS_20191112T072803,,,,26.460719,0.079094,13.768017,32.9158333714,42.716902,0.013258,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-11\S2_2019-11-12_03-35-17\20191112T031949_20191112T032819_T48PVS_metadata.json,48PVS
S2B_MSIL2A_20191112T031949_N0213_R118_T48PUS_20191112T072803,,,,22.519792,0.002135,13.956694,33.3930263233,57.183039,0.015461,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-11\S2_2019-11-12_03-35-21\20191112T031949_20191112T032819_T48PUS_metadata.json,48PUS
S2B_MSIL2A_20191112T031949_N0213_R118_T48PXR_20191112T072803,,,,11.949721,9.730691,33.740321,31.1936825146,37.357688,0.000833,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-11\S2_2019-11-12_03-35-25\20191112T031949_20191112T032819_T48PXR_metadata.json,48PXR
S2B_MSIL2A_20191112T031949_N0213_R118_T48PWR_20191112T072803,,,,8.653419,4.409207,31.32315,31.6484203578,18.356094,0.000939,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-11\S2_2019-11-12_03-35-29\20191112T031949_20191112T032819_T48PWR_metadata.json,48PWR
S2B_MSIL2A_20191112T031949_N0213_R118_T48PVR_20191112T072803,,,,15.608246,5.844904,9.180242,32.1194097535,63.822639,0.0,dbscl-sentinel-2-2019\dbscl-sentinel-2_2019-11\S2_2019-11-12_03-35-32\20191112T031949_20191112T032819_T48PVR_metadata.json,48PVR
