PRODUCT_ID,GRANULE_MEAN_AOT,GRANULE_MEAN_WV,OZONE_VALUE,CLOUDY_PIXEL_PERCENTAGE,THIN_CIRRUS_PERCENTAGE,VEGETATION_PERCENTAGE,MEAN_SOLAR_ZENITH_ANGLE,WATER_PERCENTAGE,SNOW_ICE_PERCENTAGE,_source_file,AREA
S2A_MSIL2A_20220224T031731_N0400_R118_T48PWT_20220224T080307,0.222004,3.704602,245.232592,46.929443,22.02986,24.639069,31.6559153434883,0.903199,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-02\S2_2022-02-24_03-35-03\20220224T031731_20220224T033245_T48PWT_metadata.json,48PWT
S2A_MSIL2A_20220224T031731_N0400_R118_T48PVT_20220224T080307,0.191227,3.732991,245.146101,31.995124,24.066401000000003,31.071514,32.341204364699,0.731275,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-02\S2_2022-02-24_03-35-06\20220224T031731_20220224T033245_T48PVT_metadata.json,48PVT
S2A_MSIL2A_20220224T031731_N0400_R118_T48PUS_20220224T080307,0.106971,3.677574,246.257567,33.564323,33.013284,28.265348,32.4342509201737,34.88856,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-02\S2_2022-02-24_03-35-24\20220224T031731_20220224T033245_T48PUS_metadata.json,48PUS
S2B_MSIL2A_20220226T030659_N0400_R075_T48PXS_20220226T053515,0.203794,3.840695,246.137546,2.555258,0.676206,37.427473,31.7775790940775,28.005239,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-02\S2_2022-02-26_03-25-12\20220226T030659_20220226T031912_T48PXS_metadata.json,48PXS
S2B_MSIL2A_20220226T030659_N0400_R075_T48PXR_20220226T053515,0.15987,4.256506,245.811309,20.29404,15.829762999999998,6.462655000000001,31.2066530088601,65.093219,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-02\S2_2022-02-26_03-25-27\20220226T030659_20220226T031912_T48PXR_metadata.json,48PXR
S2A_MSIL2A_20220227T032711_N0400_R018_T48PUS_20220303T141247,0.178948,3.620394,247.958289,8.09081,4.865777,16.734007,29.7107771484524,70.089233,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-02\S2_2022-02-27_03-45-19\20220227T032711_20220227T033415_T48PUS_metadata.json,48PUS
S2A_MSIL2A_20220227T032711_N0400_R018_T48PUR_20220303T141247,0.216553,4.054996,247.499663,17.951298,17.305319,0.046473,29.1082740726061,81.862426,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-02\S2_2022-02-27_03-45-34\20220227T032711_20220227T033415_T48PUR_metadata.json,48PUR
S2B_MSIL2A_20220301T031649_N0400_R118_T48PXT_20220301T072505,0.233527,4.087636,248.567905,29.549834,4.628495,44.42583,29.6240168887285,1.631664,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-01_03-34-53\20220301T031649_20220301T032917_T48PXT_metadata.json,48PXT
S2B_MSIL2A_20220301T031649_N0400_R118_T48PWT_20220301T072505,0.425711,4.24413,248.872186,11.699563,6.259461,42.277879,30.325393809192,1.898322,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-01_03-34-57\20220301T031649_20220301T032917_T48PWT_metadata.json,48PWT
S2B_MSIL2A_20220301T031649_N0400_R118_T48PVT_20220301T072505,0.3764,4.09111,248.714258,18.219224,6.483091,30.476779,31.0354664219958,1.077696,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-01_03-35-00\20220301T031649_20220301T032917_T48PVT_metadata.json,48PVT
S2B_MSIL2A_20220301T031649_N0400_R118_T48PWS_20220301T072505,0.419692,4.419328,247.754355,16.594172,6.810432,59.462112,29.7356615798891,2.820797,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-01_03-35-12\20220301T031649_20220301T032917_T48PWS_metadata.json,48PWS
S2B_MSIL2A_20220301T031649_N0400_R118_T48PVS_20220301T072505,0.479301,4.258424,248.14091,42.078158,38.920683,26.828474,30.4564530217259,12.394359,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-01_03-35-15\20220301T031649_20220301T032917_T48PVS_metadata.json,48PVS
S2B_MSIL2A_20220301T031649_N0400_R118_T48PUS_20220301T072505,0.378946,3.888311,247.978735,17.984459,10.474309,24.011238,31.1844769635309,51.778585,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-01_03-35-18\20220301T031649_20220301T032917_T48PUS_metadata.json,48PUS
S2B_MSIL2A_20220301T031649_N0400_R118_T48PXR_20220301T072505,0.359937,3.758469,246.489526,41.570067,14.136843,13.11952,28.4371614878303,27.092645,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-01_03-35-23\20220301T031649_20220301T032917_T48PXR_metadata.json,48PXR
S2B_MSIL2A_20220301T031649_N0400_R118_T48PWR_20220301T072505,0.467995,4.256513,246.871678,31.551269,17.302491,27.814293,29.1606462250037,12.536716,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-01_03-35-26\20220301T031649_20220301T032917_T48PWR_metadata.json,48PWR
S2B_MSIL2A_20220301T031649_N0400_R118_T48PVR_20220301T072505,0.371974,4.298899,247.55647,22.681776,14.963304,6.545898,29.8922769064578,57.819253,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-01_03-35-29\20220301T031649_20220301T032917_T48PVR_metadata.json,48PVR
S2B_MSIL2A_20220301T031649_N0400_R118_T48PUR_20220301T072505,0.189079,4.163051,247.697981,11.564373,7e-06,0.02928,30.6308416706001,88.388634,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-01_03-35-32\20220301T031649_20220301T032917_T48PUR_metadata.json,48PUR
S2B_MSIL2A_20220301T031649_N0400_R118_T48PWQ_20220301T072505,0.184773,4.504829,246.404125,5.094736,3.77032,2.373613,28.6005090392849,86.129373,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-01_03-35-41\20220301T031649_20220301T032917_T48PWQ_metadata.json,48PWQ
S2B_MSIL2A_20220301T031649_N0400_R118_T48PVQ_20220301T072505,0.191971,4.573594,247.105817,10.683203,4.469206,4.068723,29.3431066294363,76.945484,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-01_03-35-44\20220301T031649_20220301T032917_T48PVQ_metadata.json,48PVQ
S2A_MSIL2A_20220303T030631_N0400_R075_T48PXT_20220303T071114,0.143723,4.194959,243.146281,16.848926,6.236946,58.768129,31.0201624641967,0.936556,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-03_03-25-05\20220303T030631_20220303T032105_T48PXT_metadata.json,48PXT
S2A_MSIL2A_20220303T030631_N0400_R075_T48PXR_20220303T071114,0.139538,4.898743,243.692991,15.009873,7.887201,5.352034,29.9318284150628,70.550156,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-03_03-25-35\20220303T030631_20220303T032105_T48PXR_metadata.json,48PXR
S2B_MSIL2A_20220304T032629_N0400_R018_T48PUS_20220304T080901,0.31008,4.137307,244.530813,38.485631,28.137289999999997,12.312741,28.3815305567234,44.59894,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-04_03-45-13\20220304T032629_20220304T034241_T48PUS_metadata.json,48PUS
S2A_MSIL2A_20220306T031621_N0400_R118_T48PXT_20220306T072951,0.203548,4.252469,243.46647,29.196337,13.628271,49.357864,28.2078098879402,1.57667,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-06_03-35-01\20220306T031621_20220306T033019_T48PXT_metadata.json,48PXT
S2A_MSIL2A_20220306T031621_N0400_R118_T48PUR_20220306T072951,0.172047,4.187,243.693639,44.466639,14.6918,0.001284,29.3604112699822,55.50952,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-06_03-35-39\20220306T031621_20220306T033019_T48PUR_metadata.json,48PUR
S2B_MSIL2A_20220308T030549_N0400_R075_T48PXS_20220308T070701,0.233817,3.074999,243.29378,46.417958,40.156654,20.527156,29.2027867903,9.294621,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-08_03-25-14\20220308T030549_20220308T031828_T48PXS_metadata.json,48PXS
S2A_MSIL2A_20220309T032601_N0400_R018_T48PUS_20220309T074916,0.232562,3.58539,239.203311,17.155786,0.359328,12.241499,27.0101380235048,65.808302,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-09_03-45-20\20220309T032601_20220309T033213_T48PUS_metadata.json,48PUS
S2A_MSIL2A_20220309T032601_N0400_R018_T48PUR_20220309T074916,0.223648,3.669998,241.485915,30.056882,15.402643,0.03122,26.4817805265261,69.832933,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-09_03-45-35\20220309T032601_20220309T033213_T48PUR_metadata.json,48PUR
S2B_MSIL2A_20220311T031539_N0400_R118_T48PXT_20220311T063245,0.425337,3.509361,243.542857,7.13796,0.000234,60.836339,26.8417381723753,1.668497,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-11_03-34-55\20220311T031539_20220311T032739_T48PXT_metadata.json,48PXT
S2B_MSIL2A_20220311T031539_N0400_R118_T48PWT_20220311T063245,0.545692,3.692698,242.897451,12.311814,0.0,25.930676,27.5947141770482,1.547526,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-11_03-34-58\20220311T031539_20220311T032739_T48PWT_metadata.json,48PWT
S2B_MSIL2A_20220311T031539_N0400_R118_T48PVT_20220311T063245,0.348571,3.71692,241.51328,30.335796,0.0,14.947475,28.3549503058883,0.292158,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-11_03-35-02\20220311T031539_20220311T032739_T48PVT_metadata.json,48PVT
S2B_MSIL2A_20220311T031539_N0400_R118_T48PXS_20220311T063245,0.329825,3.522484,245.071569,6.189399,0.001193,58.228225,26.3148098836353,4.139344,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-11_03-35-09\20220311T031539_20220311T032739_T48PXS_metadata.json,48PXS
S2B_MSIL2A_20220311T031539_N0400_R118_T48PWS_20220311T063245,0.510089,3.713879,244.773554,6.090122,6.3e-05,56.461877,27.0792821150348,3.684922,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-11_03-35-13\20220311T031539_20220311T032739_T48PWS_metadata.json,48PWS
S2B_MSIL2A_20220311T031539_N0400_R118_T48PVS_20220311T063245,0.56918,3.653318,244.253756,12.737048,0.000136,18.327248,27.850589311247,40.554234,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-11_03-35-16\20220311T031539_20220311T032739_T48PVS_metadata.json,48PVS
S2B_MSIL2A_20220311T031539_N0400_R118_T48PUS_20220311T063245,0.325565,3.572438,243.316149,22.710751,0.0,13.16804,28.6275188600201,54.308927,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-11_03-35-19\20220311T031539_20220311T032739_T48PUS_metadata.json,48PUS
S2B_MSIL2A_20220311T031539_N0400_R118_T48PXR_20220311T063245,0.486113,3.362139,245.814204,9.730823,0.0,27.901095,25.8070909586211,35.514805,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-11_03-35-24\20220311T031539_20220311T032739_T48PXR_metadata.json,48PXR
S2B_MSIL2A_20220311T031539_N0400_R118_T48PWR_20220311T063245,0.503753,3.608142,245.923662,13.34542,0.0,30.606377,26.5830184337212,16.976327,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-11_03-35-27\20220311T031539_20220311T032739_T48PWR_metadata.json,48PWR
S2B_MSIL2A_20220311T031539_N0400_R118_T48PVR_20220311T063245,0.525798,3.692839,245.788312,9.489086,0.0,3.111068,27.3653314021191,75.9561,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-11_03-35-31\20220311T031539_20220311T032739_T48PVR_metadata.json,48PVR
S2B_MSIL2A_20220311T031539_N0400_R118_T48PUR_20220311T063245,0.546233,3.682011,245.266264,29.301056,0.0,0.050917,28.1528294781267,70.645273,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-11_03-35-33\20220311T031539_20220311T032739_T48PUR_metadata.json,48PUR
S2B_MSIL2A_20220311T031539_N0400_R118_T48PWQ_20220311T063245,0.441303,3.661092,246.848284,15.266629,0.066874,0.204306,26.1064821877123,80.424744,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-11_03-35-42\20220311T031539_20220311T032739_T48PWQ_metadata.json,48PWQ
S2B_MSIL2A_20220311T031539_N0400_R118_T48PVQ_20220311T063245,0.500865,3.575084,246.491821,19.724254,0.611083,0.153735,26.8997012294812,76.3134,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-11_03-35-45\20220311T031539_20220311T032739_T48PVQ_metadata.json,48PVQ
S2A_MSIL2A_20220313T030551_N0400_R075_T48PXT_20220313T070052,0.179519,4.690708,236.594919,28.227001,14.044895999999998,46.21346,28.3874661426105,0.905969,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-13_03-25-06\20220313T030551_20220313T032019_T48PXT_metadata.json,48PXT
S2B_MSIL2A_20220314T032539_N0400_R018_T48PUS_20220314T072606,0.225066,5.022117,241.957135,47.595099,15.773149,6.356676,25.709924093273,42.796952,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-14_03-45-14\20220314T032539_20220314T033628_T48PUS_metadata.json,48PUS
S2B_MSIL2A_20220314T032539_N0400_R018_T48PUR_20220314T072606,0.150241,4.516993,241.293015,10.82266,3.587329,0.115958,25.2270488082007,89.00538700000001,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-14_03-45-29\20220314T032539_20220314T033628_T48PUR_metadata.json,48PUR
S2A_MSIL2A_20220316T031541_N0400_R118_T48PWQ_20220316T073818,0.326254,3.436002,244.948948,41.63439,4.255348,0.0,24.8986174753344,57.501483,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-16_03-35-48\20220316T031541_20220316T032618_T48PWQ_metadata.json,48PWQ
S2A_MSIL2A_20220316T031541_N0400_R118_T48PVQ_20220316T073818,0.303993,3.786009,245.143424,38.952693,4.840024,0.01641,25.7158628797431,59.887683,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-16_03-35-51\20220316T031541_20220316T032618_T48PVQ_metadata.json,48PVQ
S2B_MSIL2A_20220318T030539_N0400_R075_T48PXR_20220318T062656,0.266338,4.552425,246.555568,42.470387,8.299027,2.200556,26.3145670279315,49.058133,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-18_03-25-29\20220318T030539_20220318T032353_T48PXR_metadata.json,48PXR
S2A_MSIL2A_20220319T032541_N0400_R018_T48PUR_20220319T081020,0.422472,3.581,248.671023,40.530118,23.866051,0.022641,23.9910540823056,59.362446999999996,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-19_03-45-34\20220319T032541_20220319T033600_T48PUR_metadata.json,48PUR
S2A_MSIL2A_20220323T030551_N0400_R075_T48PXS_20220323T070544,0.100742,4.920259,250.909711,40.580165,11.42679,17.083386,25.5556011213096,18.574624,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-23_03-25-19\20220323T030551_20220323T031935_T48PXS_metadata.json,48PXS
S2A_MSIL2A_20220323T030551_N0400_R075_T48PXR_20220323T070544,0.086275,4.881507,248.401764,16.455932,12.176555,4.336361,25.2064720540993,70.191801,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-23_03-25-34\20220323T030551_20220323T031935_T48PXR_metadata.json,48PXR
S2A_MSIL2A_20220326T031541_N0400_R118_T48PXT_20220326T072540,0.234908,4.123018,256.438719,45.129848,0.558589,28.628576000000002,22.971290797866,0.799702,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-26_03-34-59\20220326T031541_20220326T032635_T48PXT_metadata.json,48PXT
S2A_MSIL2A_20220326T031541_N0400_R118_T48PWT_20220326T072540,0.225011,4.042757,256.256193,28.758952,0.000109,25.202432,23.7997045651645,1.4547,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-26_03-35-03\20220326T031541_20220326T032635_T48PWT_metadata.json,48PWT
S2A_MSIL2A_20220326T031541_N0400_R118_T48PVT_20220326T072540,0.221652,4.139739,256.376243,32.255358,2.8e-05,27.534783,24.6321057845465,0.825954,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-26_03-35-06\20220326T031541_20220326T032635_T48PVT_metadata.json,48PVT
S2A_MSIL2A_20220326T031541_N0400_R118_T48PXS_20220326T072540,0.227829,4.205451,255.014601,38.726678,0.0,30.011168,22.5980763772874,2.851889,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-26_03-35-14\20220326T031541_20220326T032635_T48PXS_metadata.json,48PXS
S2A_MSIL2A_20220326T031541_N0400_R118_T48PWS_20220326T072540,0.203846,4.006981,255.475939,23.501538,7e-05,38.673946,23.4366407195515,3.156773,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-26_03-35-18\20220326T031541_20220326T032635_T48PWS_metadata.json,48PWS
S2A_MSIL2A_20220326T031541_N0400_R118_T48PVS_20220326T072540,0.181126,3.941774,255.922167,19.764653,0.0,18.073691,24.2785968855583,40.33384,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-26_03-35-21\20220326T031541_20220326T032635_T48PVS_metadata.json,48PVS
S2A_MSIL2A_20220326T031541_N0400_R118_T48PUS_20220326T072540,0.139663,4.027931,256.231364,23.141415,0.0,16.223595,25.1228911949537,55.333394,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-26_03-35-24\20220326T031541_20220326T032635_T48PUS_metadata.json,48PUS
S2A_MSIL2A_20220326T031541_N0400_R118_T48PXR_20220326T072540,0.110708,4.042847,252.440586,47.973466,6e-06,14.584737,22.2534139519243,13.770629,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-26_03-35-29\20220326T031541_20220326T032635_T48PXR_metadata.json,48PXR
S2A_MSIL2A_20220326T031541_N0400_R118_T48PWR_20220326T072540,0.17652,4.036547,253.053025,19.857873,0.000328,21.833301,23.1014685686667,16.400948,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-26_03-35-32\20220326T031541_20220326T032635_T48PWR_metadata.json,48PWR
S2A_MSIL2A_20220326T031541_N0400_R118_T48PVR_20220326T072540,0.162676,3.978746,253.904794,12.702614,0.805142,4.620379,23.9523424394111,71.058464,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-26_03-35-35\20220326T031541_20220326T032635_T48PVR_metadata.json,48PVR
S2A_MSIL2A_20220326T031541_N0400_R118_T48PUR_20220326T072540,0.142694,4.206995,254.182591,5.648322,1.282341,0.038333,24.8050269601409,94.29844,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-26_03-35-38\20220326T031541_20220326T032635_T48PUR_metadata.json,48PUR
S2A_MSIL2A_20220326T031541_N0400_R118_T48PWQ_20220326T072540,0.092572,4.09865,250.635631,7.538963,0.0,1.959449,22.7951020432819,83.432055,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-26_03-35-47\20220326T031541_20220326T032635_T48PWQ_metadata.json,48PWQ
S2A_MSIL2A_20220326T031541_N0400_R118_T48PVQ_20220326T072540,0.114796,4.249807,250.762711,9.734929,1.035919,1.46174,23.654181834051,81.784397,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-26_03-35-50\20220326T031541_20220326T032635_T48PVQ_metadata.json,48PVQ
S2B_MSIL2A_20220328T030539_N0400_R075_T48PXS_20220328T064838,0.371912,3.970481,247.667686,31.312221,20.734014,19.846252,24.5370764113188,20.87674,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-28_03-25-13\20220328T030539_20220328T032023_T48PXS_metadata.json,48PXS
S2B_MSIL2A_20220328T030539_N0400_R075_T48PXR_20220328T064838,0.153664,3.708732,247.656737,8.969448,7.771835,4.222043,24.2488902669305,76.796746,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-28_03-25-28\20220328T030539_20220328T032023_T48PXR_metadata.json,48PXR
S2A_MSIL2A_20220329T032541_N0400_R018_T48PUS_20220329T080416,0.148993,4.442605,250.501056,23.047484,13.389319,14.232273,22.1748515222089,58.819503,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-29_03-45-19\20220329T032541_20220329T033559_T48PUS_metadata.json,48PUS
S2A_MSIL2A_20220329T032541_N0400_R018_T48PUR_20220329T080416,0.437869,4.729001,250.146215,2.878676,2.113282,0.170108,21.8663089695369,96.934295,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-03\S2_2022-03-29_03-45-33\20220329T032541_20220329T033559_T48PUR_metadata.json,48PUR
S2A_MSIL2A_20220405T031541_N0400_R118_T48PWT_20220405T071815,0.311968,4.450783,259.81353,43.731219,17.672195,19.601491,21.8175307455022,1.647573,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-04\S2_2022-04-05_03-35-02\20220405T031541_20220405T032945_T48PWT_metadata.json,48PWT
S2A_MSIL2A_20220405T031541_N0400_R118_T48PVT_20220405T071815,0.11687,4.461053,260.276904,33.204326,18.668619,32.419461,22.6871079900253,0.650564,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-04\S2_2022-04-05_03-35-05\20220405T031541_20220405T032945_T48PVT_metadata.json,48PVT
S2A_MSIL2A_20220405T031541_N0400_R118_T48PVS_20220405T071815,0.329472,4.412547,258.551911,45.518225,32.450393,16.853774,22.463847924731,15.53957,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-04\S2_2022-04-05_03-35-19\20220405T031541_20220405T032945_T48PVS_metadata.json,48PVS
S2B_MSIL2A_20220410T031539_N0400_R118_T48PVT_20220410T072020,0.328197,3.698311,261.97888,36.147374,0.008404,2.823925,21.9568506134832,0.559749,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-04\S2_2022-04-10_03-35-00\20220410T031539_20220410T032947_T48PVT_metadata.json,48PVT
S2B_MSIL2A_20220410T031539_N0400_R118_T48PXR_20220410T072020,0.663501,3.699441,258.601805,40.641972,0.00089,4.517405,19.916219796662,33.045977,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-04\S2_2022-04-10_03-35-23\20220410T031539_20220410T032947_T48PXR_metadata.json,48PXR
S2B_MSIL2A_20220410T031539_N0400_R118_T48PWR_20220410T072020,0.323868,4.096228,259.165116,40.177828,2.460138,8.123715,20.803239332855,18.470696,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-04\S2_2022-04-10_03-35-26\20220410T031539_20220410T032947_T48PWR_metadata.json,48PWR
S2B_MSIL2A_20220410T031539_N0400_R118_T48PVR_20220410T072020,0.609877,4.03823,259.351078,26.038259,0.292331,3.939738,21.690426522257,57.245421,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-04\S2_2022-04-10_03-35-29\20220410T031539_20220410T032947_T48PVR_metadata.json,48PVR
S2B_MSIL2A_20220410T031539_N0400_R118_T48PUR_20220410T072020,0.592883,2.910025,259.118214,38.472837,2.698311,0.002191,22.5770171632546,61.517018,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-04\S2_2022-04-10_03-35-32\20220410T031539_20220410T032947_T48PUR_metadata.json,48PUR
S2B_MSIL2A_20220410T031539_N0400_R118_T48PWQ_20220410T072020,0.520035,3.919979,258.584513,6.981858,0.0,0.833199,20.7220335459138,85.915881,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-04\S2_2022-04-10_03-35-41\20220410T031539_20220410T032947_T48PWQ_metadata.json,48PWQ
S2B_MSIL2A_20220410T031539_N0400_R118_T48PVQ_20220410T072020,0.508081,3.969825,258.7354,11.467324,0.0,1.03074,21.6100088362623,80.320209,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-04\S2_2022-04-10_03-35-44\20220410T031539_20220410T032947_T48PVQ_metadata.json,48PVQ
S2A_MSIL2A_20220412T030541_N0400_R075_T48PXS_20220412T072155,0.541819,4.179568,263.389452,42.389077,0.027787,6.94567,22.232618009755,20.795774,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-04\S2_2022-04-12_03-25-18\20220412T030541_20220412T032017_T48PXS_metadata.json,48PXS
S2A_MSIL2A_20220412T030541_N0400_R075_T48PXR_20220412T072155,0.579853,4.270048,261.6219,11.893746,0.692017,1.5164969999999998,22.1547311581649,78.001612,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-04\S2_2022-04-12_03-25-33\20220412T030541_20220412T032017_T48PXR_metadata.json,48PXR
S2B_MSIL2A_20220413T032539_N0400_R018_T48PUS_20220413T072149,0.536553,3.989294,266.409784,17.257775,0.564736,9.097368,19.9255551555235,66.378397,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-04\S2_2022-04-13_03-45-13\20220413T032539_20220413T033825_T48PUS_metadata.json,48PUS
S2B_MSIL2A_20220413T032539_N0400_R018_T48PUR_20220413T072149,0.497326,3.982001,265.133155,17.459622,4.650874,0.04619500000000001,19.8485358970592,82.412511,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-04\S2_2022-04-13_03-45-27\20220413T032539_20220413T033825_T48PUR_metadata.json,48PUR
S2B_MSIL2A_20220417T030539_N0400_R075_T48PXS_20220417T070555,0.327118,4.52863,263.018551,45.236927,4.843265,12.734731,21.8301231159229,20.598952,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-04\S2_2022-04-17_03-25-12\20220417T030539_20220417T032355_T48PXS_metadata.json,48PXS
S2B_MSIL2A_20220417T030539_N0400_R075_T48PXR_20220417T070555,0.438766,4.478789,262.045795,17.246571,0.428231,2.545002,21.8271343316846,71.570802,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-04\S2_2022-04-17_03-25-27\20220417T030539_20220417T032355_T48PXR_metadata.json,48PXR
S2A_MSIL2A_20220418T032541_N0400_R018_T48PUR_20220418T072513,0.35969,4.340997,262.445872,42.835024,27.712816,0.009448,19.5109967982415,57.092524,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-04\S2_2022-04-18_03-45-35\20220418T032541_20220418T033600_T48PUR_metadata.json,48PUR
S2B_MSIL2A_20220420T031539_N0400_R118_T48PXT_20220420T070855,0.359403,4.222607,256.213276,27.520201,8.546074,43.950075,19.2172740892128,0.8468730000000001,0.0,dbscl-sentinel-2-2022\dbscl-sentinel-2_2022-04\S2_2022-04-20_03-34-52\20220420T031539_20220420T033025_T48PXT_metadata.json,48PXT
